model,dataset,n,p,lam,objective,errors,leaves,seconds,wall,status,size,iterations,binary_features,lb,ub,known_objective,known_certified,verdict
v2_group_simsupport,monk_3,122.0,11.0,0.01,0.1555737704918032,8.0,9.0,0.0570627500419504,0.058,optimal,2253.0,2021.0,11.0,0.1555737704918032,0.1555737704918032,0.155574,True,ok
v2_group_simsupport,monk_3,122.0,11.0,0.005,0.0945901639344262,3.0,14.0,0.1027728330227546,0.104,optimal,3494.0,3599.0,11.0,0.0945901639344262,0.0945901639344262,0.09459,True,ok
v2_group_simsupport,monk_1,124.0,11.0,0.1,0.4661290322580645,33.0,2.0,0.0006244169780984,0.001,optimal,34.0,21.0,11.0,0.4661290322580644,0.4661290322580644,0.466129,True,ok
v2_group_simsupport,monk_1,124.0,11.0,0.05,0.3387096774193548,11.0,5.0,0.0024818750098347,0.003,optimal,146.0,92.0,11.0,0.3387096774193548,0.3387096774193548,0.33871,True,ok
v2_group_simsupport,monk_1,124.0,11.0,0.02,0.16,0.0,8.0,0.0069595840177498,0.008,optimal,427.0,266.0,11.0,0.16,0.16,0.16,True,ok
v2_group_simsupport,monk_1,124.0,11.0,0.01,0.08,0.0,8.0,0.008752874971833,0.01,optimal,545.0,330.0,11.0,0.08,0.08,0.08,True,ok
v2_group_simsupport,monk_1,124.0,11.0,0.005,0.04,0.0,8.0,0.0096943749813362,0.01,optimal,583.0,363.0,11.0,0.04,0.04,0.04,True,ok
v2_group_simsupport,iris,150.0,4.0,0.1,0.34,6.0,3.0,0.0013158749788999,0.002,optimal,49.0,24.0,118.0,0.3399999999999999,0.3399999999999999,0.34,True,ok
v2_group_simsupport,iris,150.0,4.0,0.05,0.19,6.0,3.0,0.0015191659913398,0.002,optimal,61.0,30.0,118.0,0.19,0.19,0.19,True,ok
v2_group_simsupport,iris,150.0,4.0,0.02,0.1,6.0,3.0,0.0296916660154238,0.031,optimal,862.0,640.0,118.0,0.1,0.1,0.1,True,ok
v2_group_simsupport,iris,150.0,4.0,0.01,0.06,3.0,4.0,0.1639754999778233,0.165,optimal,3811.0,3312.0,118.0,0.06,0.06,0.06,True,ok
v2_group_simsupport,iris,150.0,4.0,0.005,0.0383333333333333,2.0,5.0,0.7942379169980995,0.796,optimal,14743.0,15707.0,118.0,0.0383333333333333,0.0383333333333333,0.038333,True,ok
v2_group_simsupport,monk_2,169.0,11.0,0.1,0.478698224852071,64.0,1.0,0.0005780420033261,0.001,optimal,23.0,20.0,11.0,0.478698224852071,0.478698224852071,0.478698,True,ok
v2_group_simsupport,monk_2,169.0,11.0,0.05,0.428698224852071,64.0,1.0,0.003842459002044,0.005,optimal,188.0,148.0,11.0,0.428698224852071,0.428698224852071,0.428698,True,ok
v2_group_simsupport,monk_2,169.0,11.0,0.02,0.3589349112426035,37.0,7.0,0.049771582998801,0.051,optimal,2022.0,1774.0,11.0,0.3589349112426035,0.3589349112426035,0.358935,True,ok
v2_group_simsupport,monk_2,169.0,11.0,0.01,0.2650887573964497,11.0,20.0,0.1433438750100322,0.145,optimal,4963.0,4929.0,11.0,0.2650887573964497,0.2650887573964497,0.265089,True,ok
v2_group_simsupport,monk_2,169.0,11.0,0.005,0.1527514792899408,3.0,27.0,0.2434032920282334,0.245,optimal,7525.0,8135.0,11.0,0.1527514792899408,0.1527514792899408,0.152751,True,ok
v2_group_simsupport,tic-tac-toe,958.0,9.0,0.1,0.4465553235908142,332.0,1.0,0.0010933749726973,0.011,optimal,55.0,36.0,27.0,0.4465553235908142,0.4465553235908142,0.446555,True,ok
v2_group_simsupport,tic-tac-toe,958.0,9.0,0.05,0.3965553235908142,332.0,1.0,0.0217121660243719,0.032,optimal,1051.0,744.0,27.0,0.3965553235908141,0.3965553235908141,0.396555,True,ok
v2_group_simsupport,tic-tac-toe,958.0,9.0,0.02,0.3183298538622129,190.0,6.0,1.906824708043132,1.92,optimal,69872.0,59303.0,27.0,0.3183298538622129,0.3183298538622129,0.31833,True,ok
v2_group_simsupport,tic-tac-toe,958.0,9.0,0.01,0.2507515657620042,154.0,9.0,13.543897332972849,13.577,optimal,426312.0,396030.0,27.0,0.2507515657620042,0.2507515657620042,0.250752,True,ok
v2_group_simsupport,tic-tac-toe,958.0,9.0,0.005,0.1542797494780793,52.0,20.0,30.0,30.065,time,951409.0,868736.0,27.0,0.01,0.2443736951983298,0.15428,True,ok
v2_group_simsupport,gaussian_1k,1000.0,1.0,0.1,0.397,297.0,1.0,0.0030646250233985,0.033,optimal,53.0,27.0,999.0,0.397,0.397,0.397,True,ok
v2_group_simsupport,gaussian_1k,1000.0,1.0,0.05,0.275,125.0,3.0,0.7338969170232303,0.771,optimal,8516.0,9159.0,999.0,0.275,0.275,0.275,True,ok
v2_group_simsupport,gaussian_1k,1000.0,1.0,0.02,0.185,125.0,3.0,16.378632958978415,16.412,optimal,53182.0,171917.0,999.0,0.185,0.185,0.185,True,ok
v2_group_simsupport,gaussian_1k,1000.0,1.0,0.01,0.307,297.0,1.0,30.0,30.04,time,67644.0,269504.0,999.0,0.02,0.307,0.155,True,worse_than_known
v2_group_simsupport,gaussian_1k,1000.0,1.0,0.005,0.302,297.0,1.0,30.0,30.036,time,51977.0,256768.0,999.0,0.01,0.302,0.14,True,worse_than_known
v2_group_simsupport,fico_1k,1000.0,23.0,0.1,0.491,291.0,2.0,5.384300582983997,5.404,optimal,48267.0,37005.0,1357.0,0.491,0.491,0.491,True,ok
v2_group_simsupport,fico_1k,1000.0,23.0,0.05,0.391,291.0,2.0,30.0,30.034,time,209280.0,206464.0,1357.0,0.125,0.391,0.391,False,ok
v2_group_simsupport,fico_1k,1000.0,23.0,0.02,0.3309999999999999,291.0,2.0,30.0,30.031,time,243362.0,208320.0,1357.0,0.065,0.3309999999999999,0.331,False,ok
v2_group_simsupport,fico_1k,1000.0,23.0,0.01,0.311,291.0,2.0,30.0,30.029,time,244124.0,202112.0,1357.0,0.045,0.311,0.311,False,ok
v2_group_simsupport,fico_1k,1000.0,23.0,0.005,0.301,291.0,2.0,30.0,30.034,time,249202.0,223104.0,1357.0,0.035,0.301,0.301,False,ok
v2_group_simsupport,sine_1k,1000.0,1.0,0.1,0.595,495.0,1.0,1.8253516670083627,1.856,optimal,16436.0,15889.0,999.0,0.595,0.595,0.595,True,ok
v2_group_simsupport,sine_1k,1000.0,1.0,0.05,0.545,495.0,1.0,30.0,30.04,time,121711.0,241792.0,999.0,0.1,0.545,0.545,False,ok
v2_group_simsupport,sine_1k,1000.0,1.0,0.02,0.494,454.0,2.0,30.0,30.039,time,92953.0,244032.0,999.0,0.04,0.494,0.494,False,ok
v2_group_simsupport,sine_1k,1000.0,1.0,0.01,0.474,454.0,2.0,30.0,30.038,time,80081.0,245888.0,999.0,0.02,0.474,0.474,False,ok
v2_group_simsupport,sine_1k,1000.0,1.0,0.005,0.4,340.0,12.0,30.0,30.041,time,61672.0,238144.0,999.0,0.01,0.449,0.4,False,ok
v2_group_simsupport,car_evaluation,1728.0,15.0,0.1,0.3997685185185186,518.0,1.0,0.0003980830078944,0.003,optimal,21.0,11.0,15.0,0.3997685185185184,0.3997685185185184,0.399769,True,ok
v2_group_simsupport,car_evaluation,1728.0,15.0,0.05,0.2946759259259259,250.0,3.0,0.0024378329981118,0.005,optimal,118.0,88.0,15.0,0.2946759259259259,0.2946759259259259,0.294676,True,ok
v2_group_simsupport,car_evaluation,1728.0,15.0,0.02,0.2046759259259259,250.0,3.0,0.0419255000306293,0.044,optimal,1848.0,1400.0,15.0,0.2046759259259259,0.2046759259259259,0.204676,True,ok
v2_group_simsupport,car_evaluation,1728.0,15.0,0.01,0.1452314814814815,130.0,7.0,0.1951872920035384,0.198,optimal,7189.0,6405.0,15.0,0.1452314814814815,0.1452314814814815,0.145231,True,ok
v2_group_simsupport,car_evaluation,1728.0,15.0,0.005,0.1063425925925926,106.0,9.0,1.033356375002768,1.037,optimal,20615.0,21039.0,15.0,0.1063425925925926,0.1063425925925926,0.106343,True,ok
v2_group_simsupport,coupon_bar,1913.0,14.0,0.1,0.5119184526921067,788.0,1.0,9.129202226176858e-05,0.003,optimal,1.0,1.0,14.0,0.5119184526921067,0.5119184526921067,0.511918,True,ok
v2_group_simsupport,coupon_bar,1913.0,14.0,0.05,0.4538944066910612,677.0,2.0,0.0005523330182768,0.003,optimal,29.0,15.0,14.0,0.4538944066910611,0.4538944066910611,0.453894,True,ok
v2_group_simsupport,coupon_bar,1913.0,14.0,0.02,0.3715525352848928,596.0,3.0,0.0033680829801596,0.006,optimal,179.0,106.0,14.0,0.3715525352848928,0.3715525352848928,0.371553,True,ok
v2_group_simsupport,coupon_bar,1913.0,14.0,0.01,0.3410977522216414,576.0,4.0,0.0218337089754641,0.025,optimal,989.0,704.0,14.0,0.3410977522216414,0.3410977522216414,0.341098,True,ok
v2_group_simsupport,coupon_bar,1913.0,14.0,0.005,0.3186199686356508,533.0,8.0,0.2122626659693196,0.215,optimal,5708.0,6194.0,14.0,0.3186199686356508,0.3186199686356508,0.31862,True,ok
v2_group_simsupport,compas_binned,6907.0,12.0,0.1,0.5610829593166353,2494.0,2.0,0.0001095829647965,0.007,optimal,3.0,1.0,12.0,0.5610829593166353,0.5610829593166353,0.561083,True,ok
v2_group_simsupport,compas_binned,6907.0,12.0,0.05,0.4610829593166353,2494.0,2.0,9.595800656825304e-05,0.008,optimal,3.0,1.0,12.0,0.4610829593166352,0.4610829593166352,0.461083,True,ok
v2_group_simsupport,compas_binned,6907.0,12.0,0.02,0.4010829593166353,2494.0,2.0,0.0004595830105245,0.007,optimal,21.0,11.0,12.0,0.4010829593166353,0.4010829593166353,0.401083,True,ok
v2_group_simsupport,compas_binned,6907.0,12.0,0.01,0.3748675256985666,2382.0,3.0,0.002090958005283,0.009,optimal,105.0,57.0,12.0,0.3748675256985667,0.3748675256985667,0.374868,True,ok
v2_group_simsupport,compas_binned,6907.0,12.0,0.005,0.355968582597365,2286.0,5.0,0.0077477500308305,0.014,optimal,354.0,221.0,12.0,0.3559685825973649,0.3559685825973649,0.355969,True,ok
v2_group_simsupport,fico_binary,10459.0,17.0,0.1,0.5040443637058992,3180.0,2.0,0.0001234999508596,0.013,optimal,3.0,1.0,17.0,0.5040443637058992,0.5040443637058992,0.504044,True,ok
v2_group_simsupport,fico_binary,10459.0,17.0,0.05,0.4040443637058992,3180.0,2.0,0.0005921670235693,0.014,optimal,25.0,13.0,17.0,0.4040443637058992,0.4040443637058992,0.404044,True,ok
v2_group_simsupport,fico_binary,10459.0,17.0,0.02,0.3440443637058992,3180.0,2.0,0.0090652080252766,0.022,optimal,428.0,240.0,17.0,0.3440443637058992,0.3440443637058992,0.344044,True,ok
v2_group_simsupport,fico_binary,10459.0,17.0,0.01,0.3240443637058992,3180.0,2.0,0.29463808395667,0.311,optimal,9379.0,7063.0,17.0,0.3240443637058992,0.3240443637058992,0.324044,True,ok
v2_group_simsupport,fico_binary,10459.0,17.0,0.005,0.308650922650349,3019.0,4.0,3.1064904159866273,3.13,optimal,65876.0,74412.0,17.0,0.308650922650349,0.308650922650349,0.308651,True,ok
v2_group_simsupport,compas_processed,12381.0,22.0,0.1,0.411364187060819,3855.0,1.0,0.0069962909910827,0.224,optimal,91.0,46.0,621.0,0.411364187060819,0.411364187060819,0.411364,True,ok
v2_group_simsupport,compas_processed,12381.0,22.0,0.05,0.3613641870608189,3855.0,1.0,30.0,30.267,time,235527.0,206016.0,621.0,0.1685728131814877,0.3613641870608189,0.361364,False,ok
v2_group_simsupport,compas_processed,12381.0,22.0,0.02,0.3278604313060334,3564.0,2.0,30.0,30.267,time,229592.0,206912.0,621.0,0.1085728131814877,0.3278604313060334,0.32786,False,ok
v2_group_simsupport,compas_processed,12381.0,22.0,0.01,0.3078604313060334,3564.0,2.0,30.0,30.308,time,224176.0,211840.0,621.0,0.0885728131814877,0.3078604313060334,0.30786,False,ok
v2_group_simsupport,compas_processed,12381.0,22.0,0.005,0.2978604313060334,3564.0,2.0,30.0,30.365,time,251704.0,238976.0,621.0,0.0785728131814877,0.2978604313060334,0.29786,False,ok
v3_column_dp,chudi,77.0,2.0,0.1,0.464935064935065,5.0,4.0,0.0036733340239152,0.272,optimal,123.0,60.0,46.0,0.464935064935065,0.464935064935065,0.464935,True,ok
v3_column_dp,chudi,77.0,2.0,0.05,0.25,0.0,5.0,0.0081152080092579,0.009,optimal,322.0,129.0,46.0,0.25,0.25,0.25,True,ok
v3_column_dp,chudi,77.0,2.0,0.02,0.1,0.0,5.0,0.0096692499937489,0.01,optimal,438.0,144.0,46.0,0.1,0.1,0.1,True,ok
v3_column_dp,chudi,77.0,2.0,0.01,0.05,0.0,5.0,0.0102300000144168,0.011,optimal,497.0,155.0,46.0,0.05,0.05,0.05,True,ok
v3_column_dp,chudi,77.0,2.0,0.005,0.025,0.0,5.0,0.0104115420253947,0.011,optimal,517.0,155.0,46.0,0.025,0.025,0.025,True,ok
v3_column_dp,monk_3,122.0,11.0,0.1,0.5213114754098361,27.0,3.0,0.0005550409550778,0.001,optimal,24.0,18.0,11.0,0.521311475409836,0.521311475409836,0.521311,True,ok
v3_column_dp,monk_3,122.0,11.0,0.05,0.3713114754098361,27.0,3.0,0.0028423329931683,0.004,optimal,151.0,104.0,11.0,0.3713114754098361,0.3713114754098361,0.371311,True,ok
v3_column_dp,monk_3,122.0,11.0,0.02,0.2429508196721311,15.0,6.0,0.0217604579520411,0.023,optimal,1001.0,808.0,11.0,0.2429508196721311,0.2429508196721311,0.242951,True,ok
v3_column_dp,monk_3,122.0,11.0,0.01,0.1555737704918032,8.0,9.0,0.0609345000120811,0.062,optimal,2253.0,2021.0,11.0,0.1555737704918032,0.1555737704918032,0.155574,True,ok
v3_column_dp,monk_3,122.0,11.0,0.005,0.0945901639344262,3.0,14.0,0.1066931670065969,0.108,optimal,3494.0,3599.0,11.0,0.0945901639344262,0.0945901639344262,0.09459,True,ok
v3_column_dp,monk_1,124.0,11.0,0.1,0.4661290322580645,33.0,2.0,0.0006297919899225,0.001,optimal,34.0,21.0,11.0,0.4661290322580644,0.4661290322580644,0.466129,True,ok
v3_column_dp,monk_1,124.0,11.0,0.05,0.3387096774193548,11.0,5.0,0.0025037499726749,0.003,optimal,146.0,92.0,11.0,0.3387096774193548,0.3387096774193548,0.33871,True,ok
v3_column_dp,monk_1,124.0,11.0,0.02,0.16,0.0,8.0,0.0072324589709751,0.008,optimal,427.0,266.0,11.0,0.16,0.16,0.16,True,ok
v3_column_dp,monk_1,124.0,11.0,0.01,0.08,0.0,8.0,0.0090328749502077,0.01,optimal,545.0,330.0,11.0,0.08,0.08,0.08,True,ok
v3_column_dp,monk_1,124.0,11.0,0.005,0.04,0.0,8.0,0.0099537080386653,0.011,optimal,583.0,363.0,11.0,0.04,0.04,0.04,True,ok
v3_column_dp,iris,150.0,4.0,0.1,0.34,6.0,3.0,0.0019253750215284,0.003,optimal,82.0,24.0,118.0,0.3399999999999999,0.3399999999999999,0.34,True,ok
v3_column_dp,iris,150.0,4.0,0.05,0.19,6.0,3.0,0.002448541985359,0.003,optimal,145.0,30.0,118.0,0.19,0.19,0.19,True,ok
v3_column_dp,iris,150.0,4.0,0.02,0.1,6.0,3.0,0.0431532079819589,0.044,optimal,1260.0,640.0,118.0,0.1,0.1,0.1,True,ok
v3_column_dp,iris,150.0,4.0,0.01,0.06,3.0,4.0,0.22356483299518,0.225,optimal,4916.0,3312.0,118.0,0.06,0.06,0.06,True,ok
v3_column_dp,iris,150.0,4.0,0.005,0.0383333333333333,2.0,5.0,1.04080466699088,1.043,optimal,16537.0,15707.0,118.0,0.0383333333333333,0.0383333333333333,0.038333,True,ok
v3_column_dp,monk_2,169.0,11.0,0.1,0.478698224852071,64.0,1.0,0.0005643750191666,0.001,optimal,23.0,20.0,11.0,0.478698224852071,0.478698224852071,0.478698,True,ok
v3_column_dp,monk_2,169.0,11.0,0.05,0.428698224852071,64.0,1.0,0.0038416659808717,0.005,optimal,188.0,148.0,11.0,0.428698224852071,0.428698224852071,0.428698,True,ok
v3_column_dp,monk_2,169.0,11.0,0.02,0.3589349112426035,37.0,7.0,0.0498418330098502,0.051,optimal,2022.0,1774.0,11.0,0.3589349112426035,0.3589349112426035,0.358935,True,ok
v3_column_dp,monk_2,169.0,11.0,0.01,0.2650887573964497,11.0,20.0,0.142492666025646,0.144,optimal,4963.0,4929.0,11.0,0.2650887573964497,0.2650887573964497,0.265089,True,ok
v3_column_dp,monk_2,169.0,11.0,0.005,0.1527514792899408,3.0,27.0,0.2504217920359224,0.252,optimal,7525.0,8135.0,11.0,0.1527514792899408,0.1527514792899408,0.152751,True,ok
v3_column_dp,tic-tac-toe,958.0,9.0,0.1,0.4465553235908142,332.0,1.0,0.0011118749971501,0.011,optimal,55.0,36.0,27.0,0.4465553235908142,0.4465553235908142,0.446555,True,ok
v3_column_dp,tic-tac-toe,958.0,9.0,0.05,0.3965553235908142,332.0,1.0,0.0204350000130943,0.031,optimal,1051.0,744.0,27.0,0.3965553235908141,0.3965553235908141,0.396555,True,ok
v3_column_dp,tic-tac-toe,958.0,9.0,0.02,0.3183298538622129,190.0,6.0,1.904396041005384,1.917,optimal,69872.0,59303.0,27.0,0.3183298538622129,0.3183298538622129,0.31833,True,ok
v3_column_dp,tic-tac-toe,958.0,9.0,0.01,0.2507515657620042,154.0,9.0,14.044296292006038,14.08,optimal,426312.0,396030.0,27.0,0.2507515657620042,0.2507515657620042,0.250752,True,ok
v3_column_dp,tic-tac-toe,958.0,9.0,0.005,0.1542797494780793,52.0,20.0,30.0,30.064,time,909245.0,819136.0,27.0,0.01,0.2443736951983298,0.15428,True,ok
v3_column_dp,gaussian_1k,1000.0,1.0,0.1,0.397,297.0,1.0,0.0007538329809904,0.034,optimal,1.0,1.0,999.0,0.397,0.397,0.397,True,ok
v3_column_dp,gaussian_1k,1000.0,1.0,0.05,0.275,125.0,3.0,0.0007718330016359,0.035,optimal,5.0,1.0,999.0,0.275,0.275,0.275,True,ok
v3_column_dp,gaussian_1k,1000.0,1.0,0.02,0.185,125.0,3.0,0.0007880420307628,0.035,optimal,5.0,1.0,999.0,0.1849999999999999,0.1849999999999999,0.185,True,ok
v3_column_dp,gaussian_1k,1000.0,1.0,0.01,0.155,125.0,3.0,0.0007675840170122,0.036,optimal,5.0,1.0,999.0,0.155,0.155,0.155,True,ok
v3_column_dp,gaussian_1k,1000.0,1.0,0.005,0.14,125.0,3.0,0.0007641250267624,0.034,optimal,5.0,1.0,999.0,0.14,0.14,0.14,True,ok
v3_column_dp,fico_1k,1000.0,23.0,0.1,0.491,291.0,2.0,12.91480612498708,12.935,optimal,48267.0,37005.0,1357.0,0.491,0.491,0.491,True,ok
v3_column_dp,fico_1k,1000.0,23.0,0.05,0.391,291.0,2.0,30.0,30.031,time,89473.0,87808.0,1357.0,0.125,0.391,0.391,False,ok
v3_column_dp,fico_1k,1000.0,23.0,0.02,0.3309999999999999,291.0,2.0,30.0,30.034,time,119164.0,97600.0,1357.0,0.065,0.3309999999999999,0.331,False,ok
v3_column_dp,fico_1k,1000.0,23.0,0.01,0.311,291.0,2.0,30.0,30.04,time,130945.0,100544.0,1357.0,0.045,0.311,0.311,False,ok
v3_column_dp,fico_1k,1000.0,23.0,0.005,0.301,291.0,2.0,30.0,30.038,time,147502.0,122496.0,1357.0,0.035,0.301,0.301,False,ok
v3_column_dp,sine_1k,1000.0,1.0,0.1,0.595,495.0,1.0,0.0007486249669454,0.036,optimal,1.0,1.0,999.0,0.595,0.595,0.595,True,ok
v3_column_dp,sine_1k,1000.0,1.0,0.05,0.545,495.0,1.0,0.0007392920088022,0.035,optimal,1.0,1.0,999.0,0.545,0.545,0.545,False,ok
v3_column_dp,sine_1k,1000.0,1.0,0.02,0.494,454.0,2.0,0.0008924169815145,0.035,optimal,3.0,1.0,999.0,0.494,0.494,0.494,False,ok
v3_column_dp,sine_1k,1000.0,1.0,0.01,0.429,169.0,26.0,0.0010508749983273,0.035,optimal,52.0,1.0,999.0,0.4290000000000001,0.4290000000000001,0.474,False,better_than_known
v3_column_dp,sine_1k,1000.0,1.0,0.005,0.269,109.0,32.0,0.0011984159937128,0.035,optimal,67.0,1.0,999.0,0.2690000000000001,0.2690000000000001,0.4,False,better_than_known
v3_column_dp,car_evaluation,1728.0,15.0,0.1,0.3997685185185186,518.0,1.0,0.0004240830312483,0.003,optimal,21.0,11.0,15.0,0.3997685185185184,0.3997685185185184,0.399769,True,ok
v3_column_dp,car_evaluation,1728.0,15.0,0.05,0.2946759259259259,250.0,3.0,0.002705082995817,0.005,optimal,118.0,88.0,15.0,0.2946759259259259,0.2946759259259259,0.294676,True,ok
v3_column_dp,car_evaluation,1728.0,15.0,0.02,0.2046759259259259,250.0,3.0,0.046978875005152,0.049,optimal,1848.0,1400.0,15.0,0.2046759259259259,0.2046759259259259,0.204676,True,ok
v3_column_dp,car_evaluation,1728.0,15.0,0.01,0.1452314814814815,130.0,7.0,0.2176303750020451,0.221,optimal,7189.0,6405.0,15.0,0.1452314814814815,0.1452314814814815,0.145231,True,ok
v3_column_dp,car_evaluation,1728.0,15.0,0.005,0.1063425925925926,106.0,9.0,0.725456416956149,0.729,optimal,20615.0,21039.0,15.0,0.1063425925925926,0.1063425925925926,0.106343,True,ok
v3_column_dp,coupon_bar,1913.0,14.0,0.1,0.5119184526921067,788.0,1.0,7.054198067635298e-05,0.003,optimal,1.0,1.0,14.0,0.5119184526921067,0.5119184526921067,0.511918,True,ok
v3_column_dp,coupon_bar,1913.0,14.0,0.05,0.4538944066910612,677.0,2.0,0.0005523749860003,0.003,optimal,29.0,15.0,14.0,0.4538944066910611,0.4538944066910611,0.453894,True,ok
v3_column_dp,coupon_bar,1913.0,14.0,0.02,0.3715525352848928,596.0,3.0,0.003428999974858,0.006,optimal,179.0,106.0,14.0,0.3715525352848928,0.3715525352848928,0.371553,True,ok
v3_column_dp,coupon_bar,1913.0,14.0,0.01,0.3410977522216414,576.0,4.0,0.0219673750107176,0.024,optimal,989.0,704.0,14.0,0.3410977522216414,0.3410977522216414,0.341098,True,ok
v3_column_dp,coupon_bar,1913.0,14.0,0.005,0.3186199686356508,533.0,8.0,0.2155021670041605,0.218,optimal,5708.0,6194.0,14.0,0.3186199686356508,0.3186199686356508,0.31862,True,ok
v3_column_dp,compas_binned,6907.0,12.0,0.1,0.5610829593166353,2494.0,2.0,9.250000584870576e-05,0.007,optimal,3.0,1.0,12.0,0.5610829593166353,0.5610829593166353,0.561083,True,ok
v3_column_dp,compas_binned,6907.0,12.0,0.05,0.4610829593166353,2494.0,2.0,9.599997429177164e-05,0.006,optimal,3.0,1.0,12.0,0.4610829593166352,0.4610829593166352,0.461083,True,ok
v3_column_dp,compas_binned,6907.0,12.0,0.02,0.4010829593166353,2494.0,2.0,0.0004841249901801,0.007,optimal,21.0,11.0,12.0,0.4010829593166353,0.4010829593166353,0.401083,True,ok
v3_column_dp,compas_binned,6907.0,12.0,0.01,0.3748675256985666,2382.0,3.0,0.0024696250329725,0.01,optimal,105.0,57.0,12.0,0.3748675256985667,0.3748675256985667,0.374868,True,ok
v3_column_dp,compas_binned,6907.0,12.0,0.005,0.355968582597365,2286.0,5.0,0.0079448749893344,0.015,optimal,354.0,221.0,12.0,0.3559685825973649,0.3559685825973649,0.355969,True,ok
v3_column_dp,fico_binary,10459.0,17.0,0.1,0.5040443637058992,3180.0,2.0,0.0001117920037358,0.015,optimal,3.0,1.0,17.0,0.5040443637058992,0.5040443637058992,0.504044,True,ok
v3_column_dp,fico_binary,10459.0,17.0,0.05,0.4040443637058992,3180.0,2.0,0.0005808750283904,0.014,optimal,25.0,13.0,17.0,0.4040443637058992,0.4040443637058992,0.404044,True,ok
v3_column_dp,fico_binary,10459.0,17.0,0.02,0.3440443637058992,3180.0,2.0,0.0094830419984646,0.023,optimal,428.0,240.0,17.0,0.3440443637058992,0.3440443637058992,0.344044,True,ok
v3_column_dp,fico_binary,10459.0,17.0,0.01,0.3240443637058992,3180.0,2.0,0.3037776669953018,0.32,optimal,9379.0,7063.0,17.0,0.3240443637058992,0.3240443637058992,0.324044,True,ok
v3_column_dp,fico_binary,10459.0,17.0,0.005,0.308650922650349,3019.0,4.0,3.3612900420557708,3.387,optimal,65876.0,74412.0,17.0,0.308650922650349,0.308650922650349,0.308651,True,ok
v3_column_dp,compas_processed,12381.0,22.0,0.1,0.411364187060819,3855.0,1.0,0.0104402090073563,0.272,optimal,91.0,46.0,621.0,0.411364187060819,0.411364187060819,0.411364,True,ok
v3_column_dp,compas_processed,12381.0,22.0,0.05,0.3613641870608189,3855.0,1.0,30.0,30.31,time,166414.0,138112.0,621.0,0.1685728131814877,0.3613641870608189,0.361364,False,ok
v3_column_dp,compas_processed,12381.0,22.0,0.02,0.3278604313060334,3564.0,2.0,30.0,30.299,time,151276.0,132160.0,621.0,0.1085728131814877,0.3278604313060334,0.32786,False,ok
v3_column_dp,compas_processed,12381.0,22.0,0.01,0.3078604313060334,3564.0,2.0,30.0,30.286,time,121714.0,113920.0,621.0,0.0885728131814877,0.3078604313060334,0.30786,False,ok
v3_column_dp,compas_processed,12381.0,22.0,0.005,0.2978604313060334,3564.0,2.0,30.0,30.273,time,179459.0,170176.0,621.0,0.0785728131814877,0.2978604313060334,0.29786,False,ok
v4_leaf_support_splits,chudi,77.0,2.0,0.1,0.464935064935065,5.0,4.0,0.003755000012461,0.269,optimal,121.0,59.0,46.0,0.464935064935065,0.464935064935065,0.464935,True,ok
v4_leaf_support_splits,chudi,77.0,2.0,0.05,0.25,0.0,5.0,0.0081589160254225,0.009,optimal,314.0,127.0,46.0,0.25,0.25,0.25,True,ok
v4_leaf_support_splits,chudi,77.0,2.0,0.02,0.1,0.0,5.0,0.0098079160088673,0.01,optimal,438.0,144.0,46.0,0.1,0.1,0.1,True,ok
v4_leaf_support_splits,chudi,77.0,2.0,0.01,0.05,0.0,5.0,0.0106520830304361,0.011,optimal,497.0,155.0,46.0,0.05,0.05,0.05,True,ok
v4_leaf_support_splits,chudi,77.0,2.0,0.005,0.025,0.0,5.0,0.0105601250543259,0.011,optimal,517.0,155.0,46.0,0.025,0.025,0.025,True,ok
v4_leaf_support_splits,monk_3,122.0,11.0,0.1,0.5213114754098361,27.0,3.0,0.0006245409604161,0.001,optimal,24.0,18.0,11.0,0.521311475409836,0.521311475409836,0.521311,True,ok
v4_leaf_support_splits,monk_3,122.0,11.0,0.05,0.3713114754098361,27.0,3.0,0.0029866659897379,0.004,optimal,151.0,104.0,11.0,0.3713114754098361,0.3713114754098361,0.371311,True,ok
v4_leaf_support_splits,monk_3,122.0,11.0,0.02,0.2429508196721311,15.0,6.0,0.0222734169801697,0.023,optimal,998.0,806.0,11.0,0.2429508196721311,0.2429508196721311,0.242951,True,ok
v4_leaf_support_splits,monk_3,122.0,11.0,0.01,0.1555737704918032,8.0,9.0,0.0596404999960213,0.06,optimal,2236.0,2002.0,11.0,0.1555737704918032,0.1555737704918032,0.155574,True,ok
v4_leaf_support_splits,monk_3,122.0,11.0,0.005,0.0945901639344262,3.0,14.0,0.1082098750048317,0.109,optimal,3494.0,3599.0,11.0,0.0945901639344262,0.0945901639344262,0.09459,True,ok
v4_leaf_support_splits,monk_1,124.0,11.0,0.1,0.4661290322580645,33.0,2.0,0.0006665830151177,0.002,optimal,34.0,21.0,11.0,0.4661290322580644,0.4661290322580644,0.466129,True,ok
v4_leaf_support_splits,monk_1,124.0,11.0,0.05,0.3387096774193548,11.0,5.0,0.0027305419789627,0.003,optimal,146.0,92.0,11.0,0.3387096774193548,0.3387096774193548,0.33871,True,ok
v4_leaf_support_splits,monk_1,124.0,11.0,0.02,0.16,0.0,8.0,0.0076091670198366,0.008,optimal,425.0,265.0,11.0,0.16,0.16,0.16,True,ok
